,user_id,auction_id,cat_id,cat1,buy_mount,day,birthday,age
135,60290489,40710151232,50023670,2,1,2014/12/19,2009/11/1,5.13
136,389377821,40477412693,50010555,1,1,2014/9/2,2014/5/20,0.29
137,387079260,20993659220,50012564,3,4,2014/5/2,2013/10/18,0.54
138,71850476,18905956218,50014275,3,1,2013/1/27,2012/5/13,0.71
139,169596502,36183649683,50013207,1,1,2013/11/27,2015/2/18,-1.23
140,150096824,37821813629,50013207,1,1,2014/4/24,2014/9/28,-0.43
141,21647086,13688663523,50013207,1,1,2012/10/27,2009/3/14,3.62
143,638926978,18864429485,122474019,4,1,2014/9/24,2015/1/8,-0.29
144,76472818,40392733996,121424027,1,1,2014/9/24,2012/4/25,2.42
145,38060393,14027224169,50018436,3,1,2012/7/7,2011/8/1,0.93
146,69203525,35212424255,50013636,1,1,2013/12/12,2010/1/23,3.89
147,688809898,22210716281,50023531,2,1,2013/4/10,2012/8/4,0.68
148,771449207,20922028936,50005982,3,1,2014/12/8,2014/6/22,0.46
149,1683328510,38275805698,121394024,1,1,2014/7/11,2013/8/17,0.9
150,21137271,17691567559,50013636,1,1,2012/11/22,2011/2/4,1.8
151,1766969850,41161458583,50013636,1,1,2014/9/21,2013/6/13,1.27
152,74459175,13155318835,50012564,3,5,2014/7/20,2013/3/9,1.36
153,877518892,36499367185,50012475,2,1,2014/5/14,2014/3/4,0.19
154,80512596,36131873399,50012363,5,1,2014/2/20,2013/2/8,1.03
155,411194666,6892952614,50012245,3,4,2014/6/5,2014/7/17,-0.12
156,140860418,24679988724,50012431,3,1,2014/11/2,2013/12/2,0.92
157,152076304,14665138835,50016243,2,1,2013/2/17,2008/8/19,4.5
158,109907629,6009465208,50014250,2,1,2013/2/17,2010/2/18,3
159,55522687,8159654162,50012456,3,1,2014/4/29,2013/12/15,0.37
160,854053048,35774477574,50010549,1,1,2013/11/11,2011/5/24,2.47
161,728180676,39589756565,121408024,1,1,2014/11/26,2010/12/12,3.96
162,1812586633,22143527373,121398035,4,1,2014/10/12,2015/3/9,-0.41
163,310635877,41262741580,50010566,1,1,2014/10/12,2013/3/21,1.56
164,363164958,16201007960,50228021,3,1,2014/12/13,2014/12/29,-0.04
165,89800466,8835103504,50023661,2,1,2012/8/28,2011/3/31,1.41
166,1830529477,24198240503,121540027,2,1,2014/8/2,2013/6/17,1.13
167,155969997,16983951706,50012451,1,1,2012/9/24,2012/5/5,0.39
169,891736786,37968733758,50013207,1,1,2014/8/3,2012/6/28,2.1
170,131325713,23943612874,50013636,1,1,2013/4/16,2011/4/29,1.97
171,870668820,9390785457,50006520,3,6,2014/11/25,2014/2/11,0.79
172,1869728066,17629298588,50006099,3,1,2014/5/30,2013/7/21,0.86
173,655834471,18860456727,50006843,6,1,2012/10/14,2012/4/3,0.53
174,834999974,18723486529,50018202,6,1,2014/11/11,2014/11/30,-0.05
175,758277216,20740212544,50016706,4,1,2014/3/24,2014/10/26,-0.59
176,511889597,20026407554,50013207,1,1,2013/7/5,2011/11/6,1.66
177,366240547,10380868910,50006521,3,3,2013/7/19,2009/11/6,3.7
178,93332442,37317558555,50013207,1,1,2014/3/19,2011/11/2,2.38
179,408499766,7210849725,50013998,2,1,2012/8/18,2014/9/19,-2.09
180,142427984,37967196751,50013207,1,1,2014/4/23,2011/7/21,2.76
181,1643805171,37802896330,121394024,1,1,2014/9/1,2014/5/9,0.32
182,827639760,19538803966,50012375,4,1,2013/6/17,2014/1/1,-0.54
183,1103802043,37076000628,50023514,2,1,2014/4/24,2013/3/1,1.15
184,11461439,9479844425,50012464,3,1,2013/1/12,2013/3/7,-0.15
185,1730315664,13155318835,50012564,3,5,2015/2/5,2012/6/29,2.61
186,77164222,21559175634,50009547,3,1,2014/12/11,2015/1/29,-0.13
187,75104744,15809019524,121394024,1,1,2014/5/13,2014/3/15,0.16
189,196293483,18654493396,50023670,2,1,2013/9/4,2010/1/17,3.63
190,789872417,41358926135,50010544,1,1,2015/1/6,2009/8/5,5.42
191,369840982,24537752535,50018436,3,1,2013/8/2,2013/3/9,0.4
192,10642245,14109039851,50006843,6,1,2013/6/17,2013/2/13,0.34
193,92590396,21167235111,50013207,1,1,2013/7/6,2012/7/17,0.97
195,127451512,36512326995,50013207,1,1,2013/12/17,2012/12/12,1.01
196,418692116,4550443229,50012456,3,1,2014/2/21,2014/6/2,-0.28
197,381387022,19046999290,50006041,3,1,2014/3/4,2013/4/1,0.92
198,23256752,19386943590,121398041,2,1,2014/5/13,2012/7/12,1.84
199,49551046,16996516063,50006602,1,1,2014/5/12,2015/4/19,-0.94
200,82248938,41229697286,121462023,1,1,2015/1/21,2014/12/30,0.06
202,180332213,38758204657,50007011,1,1,2014/7/25,2009/12/3,4.64
203,738243947,37128706257,50012549,3,1,2014/4/20,2014/5/22,-0.09
204,460971987,10082122933,50013881,2,1,2012/7/5,2011/10/1,0.76
206,77933013,17958495541,50023790,2,1,2013/9/10,2010/7/2,3.19
207,1125759387,37203897505,50008856,2,1,2014/4/7,2014/8/11,-0.35
208,1033551143,36881265150,50146022,1,1,2014/3/30,2013/8/12,0.63
209,12155387,17990671329,50023646,2,1,2013/9/8,2009/8/5,4.1
210,70835010,35202523813,50023591,4,1,2013/11/20,2014/5/22,-0.5
211,63741599,7964426157,50018858,6,1,2012/8/16,2011/3/24,1.4
212,70231555,14518073759,50018704,3,1,2012/7/24,2012/2/23,0.42
213,84547855,17551664840,50013711,1,1,2012/11/13,2007/8/8,5.27
214,631917779,20812756384,50018821,6,3,2013/7/23,2012/10/23,0.75
215,26188351,15604654059,50013636,1,1,2012/8/12,2010/3/29,2.38
216,50238258,24784096636,50018412,3,1,2013/5/14,2010/12/6,2.44
217,207508450,16520257539,211122,6,1,2013/1/3,2012/2/20,0.87
218,525892484,38613126621,121462075,1,1,2014/5/14,2013/6/19,0.9
219,138121253,15385184597,251725,2,1,2013/8/26,2011/3/3,2.48
220,410161398,21644451280,50010558,1,1,2013/8/9,2007/5/6,6.27
221,39712478,18404124822,50026467,4,2,2012/9/17,2013/2/12,-0.41
222,394567091,13742083558,50013636,1,1,2012/10/31,2008/10/16,4.04
223,646222766,15745598713,50013636,1,1,2013/4/1,2010/2/28,3.09
224,1038480421,21592283484,50012485,3,1,2013/9/1,2013/2/8,0.56
225,330386953,19737728033,50006042,3,1,2012/10/5,2011/2/10,1.65
226,645557,18250831986,50018615,6,1,2012/12/13,2012/2/7,0.85
227,441486929,40049728542,50012359,5,1,2014/9/17,2012/11/28,1.8
228,141999400,16683723491,50023514,2,1,2013/12/28,2012/8/17,1.36
229,392508254,27175560420,50010536,1,1,2013/8/27,2009/8/9,4.05
230,186849644,16011345799,50012365,5,1,2013/11/14,2010/11/15,3
231,746105695,35032052704,50010544,1,1,2014/12/6,2013/6/27,1.44
232,408325776,36329990892,50007011,1,1,2014/6/16,2014/5/5,0.12
233,729828346,8680970096,50016704,4,1,2013/1/29,2013/1/7,0.06
234,97496056,27398884617,50012451,1,1,2013/11/7,2011/11/17,1.98
235,691470382,19422455983,50010558,1,1,2013/6/2,2013/4/7,0.15
236,33580636,18099804498,50011993,2,1,2013/7/31,2011/1/2,2.58
237,779107498,10804672538,251725,2,1,2013/7/5,2009/9/28,3.77
238,682888656,36846269941,50012462,3,1,2015/1/16,2015/4/6,-0.22
239,84835944,9572765527,50018831,3,1,2012/10/8,2011/10/8,1
240,359890617,18621789997,50014828,4,1,2014/3/11,2014/3/24,-0.04
241,53433471,18443716949,251725,2,1,2013/6/17,2012/9/3,0.79
242,82783545,7654468248,50007011,1,2,2014/3/21,2014/4/16,-0.07
243,57970535,40454371694,50013636,1,1,2014/10/4,2013/1/14,1.72
244,290538796,40879182928,50132021,1,1,2014/10/20,2011/5/20,3.42
245,65935243,16626561512,50013874,2,1,2013/4/24,2006/6/16,6.86
246,69057729,41329822560,50018831,3,1,2015/1/27,2011/1/5,4.06
247,45797590,23887464870,50006033,4,1,2013/7/30,2013/8/18,-0.05
248,1049355963,3846280641,50012366,5,1,2012/12/12,2012/7/2,0.45
249,81094748,24396708468,50012364,5,1,2014/7/10,2009/3/23,5.3
250,109404219,42233164199,121484062,1,1,2014/12/2,2007/4/9,7.65
251,761265678,17004072939,50016704,4,1,2015/1/23,2013/9/27,1.32
252,136451900,18106855904,50132021,1,1,2013/9/21,2012/10/18,0.93
253,48922355,18668522144,50013711,1,1,2013/7/6,2011/7/15,1.98
254,767800373,40346552484,50010557,1,1,2014/9/15,2012/6/8,2.27
255,91156811,16420656795,50156020,1,1,2013/8/2,2012/5/25,1.19
256,352890947,12581814608,50012451,1,1,2013/11/16,2010/12/1,2.96
257,23927133,9566799856,50016243,2,1,2013/1/21,2008/10/29,4.23
258,844344519,16984049478,121540027,2,1,2014/10/23,2012/2/10,2.7
259,65079983,39395316554,50012564,3,1,2014/6/10,2013/8/4,0.85
260,96476817,16782984369,50010555,1,1,2013/2/17,2012/8/13,0.52
261,441460285,16470498466,50026456,4,1,2013/11/11,2013/10/23,0.05
262,27595882,9209901980,50013711,1,1,2013/5/21,2010/3/29,3.15
263,794000662,38335797322,50007011,1,1,2014/4/16,2014/9/3,-0.38
264,1990421511,15445549112,50016704,4,1,2014/7/1,2014/10/21,-0.31
265,133647926,10864011676,50011847,4,1,2013/10/3,2013/9/25,0.02
266,62395309,35832748656,50010536,1,1,2013/11/13,2011/12/12,1.92
267,2080304899,18692478396,50012442,1,1,2014/5/4,2010/7/13,3.81
268,213455117,17188861808,50013636,1,1,2013/10/26,2015/7/2,-1.68
269,213455117,38988107114,121452056,1,1,2014/6/27,2015/7/2,-1.01
270,39645715,23645720507,50023663,2,1,2013/10/26,2013/1/22,0.76
271,11503702,19837354550,50018825,6,1,2013/8/26,2012/8/26,1
272,1100388114,35479583288,50018831,3,1,2014/1/8,2014/10/11,-0.76
273,88830644,37935777608,50013636,1,1,2014/6/26,2014/3/25,0.25
274,262823764,19850745502,50008895,2,1,2014/4/17,2012/9/13,1.59
275,373105196,35127116589,50006820,2,1,2014/12/21,2014/1/3,0.96
276,672265151,5587503865,50006602,1,1,2013/3/10,2012/11/28,0.28
278,447609368,16086781316,50010557,1,1,2012/11/11,2011/11/15,0.99
279,42092374,6979189785,50011993,2,3,2014/6/24,2015/1/17,-0.57
280,1793514014,37361737960,50013207,1,1,2014/7/11,2013/6/25,1.04
281,376464964,37010642083,50018831,3,1,2015/1/30,2014/8/24,0.44
283,1942584506,39661606531,121394024,1,1,2014/10/27,2014/4/5,0.56
284,276246305,14511867259,50006602,1,1,2012/9/7,2010/10/10,1.91
285,406935827,35146292682,50013175,2,1,2014/3/24,2013/12/30,0.23
286,404254046,37521619252,50010566,1,1,2014/3/24,2009/1/11,5.2
287,58244867,15407281853,50012451,1,1,2012/10/29,2010/10/15,2.04
288,741473940,20611304288,50016706,4,1,2014/7/18,2014/7/23,-0.01
289,812347802,25308408488,50018436,3,1,2013/11/18,2013/3/19,0.67
290,385231417,35252562356,50012367,5,1,2013/11/18,2011/11/22,1.99
291,163954748,41204572991,50012365,5,1,2014/10/18,2013/6/16,1.34
292,70069665,15962074584,50007011,1,1,2012/12/12,2010/4/15,2.66
293,1658032434,26426216668,50009547,3,1,2014/1/10,2012/10/22,1.22
294,14785577,19390785189,50011993,2,1,2013/9/11,2008/8/20,5.06
295,786904109,19541112501,50006602,1,1,2013/1/21,2013/4/22,-0.25
296,339355276,24197216809,50010558,1,1,2014/5/25,2013/8/31,0.73
297,117002455,20262893195,50013711,1,1,2014/3/27,2011/4/25,2.92
298,135519929,25760364628,50013207,1,1,2014/3/28,2012/2/26,2.08
299,648241169,13586455878,50018436,3,1,2014/9/15,2013/10/5,0.95
300,686047242,36781757986,50012361,5,2,2014/9/15,2010/3/4,4.54
301,674462565,24138424646,50012378,4,1,2013/5/9,2013/10/28,-0.47
302,69106930,14652034564,50013711,1,1,2012/7/16,2010/6/1,2.13
303,79823567,17328354137,50023591,4,1,2013/11/11,2014/4/9,-0.41
304,46239667,14174510205,50018821,6,1,2014/10/14,2011/9/16,3.08
305,94577459,12881851566,50023790,2,10,2013/9/14,2012/7/6,1.19
306,1993235563,37328906275,50012379,4,1,2014/3/17,2014/7/9,-0.31
307,405674478,26910624143,50013636,1,1,2013/9/7,2012/10/28,0.86
308,118300134,23594708318,50013636,1,1,2013/5/4,2011/5/3,2.01
309,1743387086,43539568980,50010538,1,1,2015/1/31,2012/10/13,2.3
310,706851515,20291388724,50010557,1,1,2012/10/31,2007/8/17,5.21
311,43270534,17064575657,50012442,1,1,2014/11/27,2014/4/10,0.63
312,698867133,16282345237,50012424,2,1,2013/8/16,2014/9/25,-1.11
313,69889555,13023273876,50023591,4,1,2012/11/30,2010/11/11,2.05
314,69889555,25137540538,50006602,1,1,2014/5/24,2010/11/11,3.53
315,2118737046,42036193982,50018831,3,1,2014/11/28,2014/4/11,0.63
316,718935048,39660631632,50006100,2,1,2014/8/31,2012/10/28,1.84
317,411347539,14601864164,50014277,3,1,2013/1/2,2012/9/4,0.33
318,279722190,15971432984,50012361,5,1,2014/2/25,2009/3/18,4.95
319,78962691,37551736045,50012363,5,1,2014/6/4,2013/2/18,1.29
320,78135508,40701170667,50013636,1,1,2014/11/11,2011/11/5,3.02
321,52744851,17440629603,50010236,3,1,2013/4/1,2012/8/22,0.61
322,859624068,15421138219,50013207,1,1,2012/9/24,2011/8/24,1.09
323,1041892321,8365793861,211122,6,2,2013/9/17,2012/8/1,1.13
324,229407174,16630334492,50011993,2,1,2013/9/10,2008/12/23,4.72
325,771784864,16243586211,50012363,5,1,2012/11/13,2012/8/24,0.22
326,352463907,38798532956,50012364,5,1,2014/5/18,2011/4/2,3.13
327,1973092345,40689679805,50010549,1,1,2014/12/17,2003/3/3,11.8
328,1783121841,19858743927,50013636,1,1,2013/8/27,2004/3/23,9.44
329,603123248,39784731013,50018831,3,1,2014/7/16,2013/11/21,0.65
330,593517038,16377441164,50010555,1,1,2013/1/30,2012/6/26,0.6
331,138548893,37661147464,50013875,3,1,2014/8/24,2014/6/27,0.16
332,12950574,37840677938,50012474,2,3,2014/6/10,2009/7/8,4.93
333,183827816,5700732011,50014250,2,3,2013/1/7,2011/4/30,1.69
334,65312343,27144848296,50012359,5,1,2013/11/27,2009/6/27,4.42
335,159041066,35536936961,50018831,3,2,2013/11/11,2012/7/23,1.3
336,370606430,37994392815,121408024,1,2,2014/6/22,2013/6/4,1.05
337,48655521,35017672642,50023661,2,1,2013/11/27,2011/1/1,2.91
338,63437351,15357925576,50006028,4,1,2012/8/17,2012/10/15,-0.16
339,660371928,18402451663,50018436,3,1,2013/9/1,2013/3/5,0.49
340,35831517,39512885303,50011993,2,1,2014/12/30,2011/7/8,3.48
341,712034589,40105767828,50010542,1,1,2014/8/25,2011/1/6,3.64
342,675728690,17410028431,50008728,3,1,2014/2/9,2010/11/15,3.24
343,764418129,17355245633,50012451,1,1,2013/3/23,2012/10/12,0.44
344,506946641,41475051106,50013636,1,1,2014/10/6,2013/4/18,1.47
345,46577846,15739450160,50006602,1,1,2012/9/13,2012/5/18,0.32
346,393226650,14271509472,50014260,2,1,2012/9/27,2013/4/25,-0.58
347,478118517,38737713594,50146022,1,1,2014/5/23,2013/11/3,0.55
348,72088976,35141794469,50016704,4,1,2014/12/12,2014/11/6,0.1
349,127104347,19331177776,50016454,2,1,2014/2/11,2012/4/24,1.8
350,1702276954,15453768437,50004457,3,2,2013/11/18,2013/8/21,0.24
351,34582044,43428724709,50010538,1,1,2015/1/11,2012/11/1,2.19
352,61620681,35055137651,50007011,1,1,2013/11/11,2013/3/8,0.68
353,35497496,37251899549,50023536,2,1,2014/4/9,2009/10/20,4.47
354,1055336274,23259420393,50013636,1,1,2013/4/25,2012/4/29,0.99
355,95793571,18163269573,50012378,4,1,2013/8/13,2013/10/10,-0.16
356,141263038,38705572016,121472021,1,1,2014/5/10,2011/11/28,2.45
358,798742650,41758037377,50013636,1,1,2014/10/23,2013/11/4,0.97
359,16992440,36645240582,50012474,2,3,2014/2/24,2012/5/16,1.78
360,219658557,19143365121,50010536,1,1,2013/9/4,2013/2/20,0.54
361,1671493753,14147330386,50023591,4,1,2014/5/9,2014/12/22,-0.62
362,120971704,38539512251,50013636,1,1,2014/4/18,2011/6/24,2.82
363,910140800,9921993020,50010555,1,1,2013/9/9,2013/3/2,0.52
364,466369304,16589171765,50026474,4,1,2013/4/23,2013/8/2,-0.28
365,92192666,16130303961,50013078,2,1,2012/12/13,2011/9/22,1.23
367,26184254,7161010744,50010558,1,1,2014/3/17,2012/12/21,1.24
368,838135776,13419573116,50001732,3,1,2013/2/25,2013/2/6,0.05
369,656871588,14269854834,50006843,6,2,2012/8/26,2011/9/5,0.98
370,2254611367,38282204077,50023670,2,1,2015/1/30,2011/10/31,3.25
371,69435486,41564495005,50013636,1,1,2014/11/11,2012/8/21,2.22
372,58846126,35162436883,50010555,1,1,2014/8/14,2014/5/25,0.22
373,188785717,27189944241,50013636,1,1,2013/10/23,2011/6/17,2.35
374,818761936,14211333226,50012363,5,1,2013/10/29,2013/12/5,-0.1
375,1709476961,40799817988,121450022,1,1,2014/11/28,2013/1/6,1.89
376,14304064,15929031075,50012361,5,1,2012/10/19,2010/6/1,2.39
377,326454822,37065186859,50012359,5,1,2014/3/11,2009/4/3,4.94
378,49008121,41884632444,50013636,1,1,2014/12/11,2011/3/10,3.76
379,20570454,5764432116,211122,6,4,2012/11/24,2008/10/17,4.11
380,73291425,41088982319,50012365,5,1,2014/12/20,2010/6/28,4.48
381,12576056,17676479598,50146022,1,1,2012/12/19,2011/6/11,1.53
382,795355691,19227493922,50010236,3,1,2014/7/19,2011/7/9,3.03
383,1045498739,37062248680,50012363,5,1,2014/3/25,2013/9/26,0.49
384,371636266,40175617683,50006602,1,1,2014/9/24,2013/12/4,0.81
385,367656020,23067224319,50008847,2,1,2014/1/8,2006/11/13,7.16
386,559247716,4101836471,50012777,3,1,2013/3/13,2012/10/20,0.39
